N,N-grama,Freq,ratio,sentimiento
2,y cómoda,160,5.714285714285714,positivo
2,divertido para,60,5.714285714285714,positivo
2,interesante y,60,5.714285714285714,positivo
2,mejor de,390,5.693430656934306,positivo
2,sin necesidad,111,5.6923076923076925,positivo
2,con buenos,71,5.68,positivo
2,muy ligero,136,5.666666666666667,positivo
2,perfectamente me,51,5.666666666666667,positivo
2,única pega,872,5.662337662337662,positivo
2,tanto para,215,5.657894736842105,positivo
2,recomendable lo,65,5.6521739130434785,positivo
2,calidad precio,4737,5.639285714285714,positivo
2,expectativas y,62,5.636363636363637,positivo
2,quizás un,76,5.62962962962963,positivo
2,envío rápido,315,5.625,positivo
2,muy rápida,163,5.620689655172414,positivo
2,y ligera,59,5.619047619047619,positivo
2,niveles de,59,5.619047619047619,positivo
2,rapidez en,132,5.617021276595745,positivo
2,resistente y,390,5.611510791366906,positivo
2,perfectamente en,269,5.604166666666667,positivo
2,perfecto el,271,5.587628865979381,positivo
2,utilizo en,53,5.578947368421052,positivo
2,facil de,635,5.5701754385964914,positivo
2,y funciona,763,5.569343065693431,positivo
2,no ocupa,175,5.555555555555555,positivo
2,compra me,161,5.551724137931035,positivo
2,muy buena,3913,5.550354609929078,positivo
2,relación precio,147,5.547169811320755,positivo
2,perfección y,108,5.538461538461538,positivo
2,años le,166,5.533333333333333,positivo
2,muy adecuado,55,5.5,positivo
2,genial en,77,5.5,positivo
2,genial la,148,5.481481481481482,positivo
2,función correctamente,52,5.473684210526316,positivo
2,y cabe,52,5.473684210526316,positivo
2,se describe,363,5.458646616541353,positivo
2,la familia,90,5.454545454545454,positivo
2,compra es,229,5.4523809523809526,positivo
2,ayuda a,181,5.402985074626866,positivo
2,económico y,54,5.4,positivo
2,entretenido y,81,5.4,positivo
2,robusto y,189,5.4,positivo
2,tiene varias,54,5.4,positivo
2,bien relación,54,5.4,positivo
2,bien muy,393,5.383561643835616,positivo
2,comodo y,94,5.371428571428571,positivo
2,está genial,255,5.368421052631579,positivo
2,bien producto,59,5.363636363636363,positivo
2,función a,107,5.35,positivo
2,esperado y,107,5.35,positivo
2,libro muy,123,5.3478260869565215,positivo
2,te permite,136,5.333333333333333,positivo
2,tiene todo,56,5.333333333333333,positivo
2,perfectamente embalado,64,5.333333333333333,positivo
2,recomendable la,117,5.318181818181818,positivo
2,adapta muy,162,5.311475409836065,positivo
2,práctico para,154,5.310344827586207,positivo
2,y eficaz,69,5.3076923076923075,positivo
2,perfecto la,138,5.3076923076923075,positivo
2,es excelente,151,5.298245614035087,positivo
2,y robusto,50,5.2631578947368425,positivo
2,mucho este,50,5.2631578947368425,positivo
2,es genial,381,5.255172413793104,positivo
2,encaja perfectamente,344,5.251908396946565,positivo
2,además viene,63,5.25,positivo
2,muy comodas,55,5.238095238095238,positivo
2,súper rápido,81,5.225806451612903,positivo
2,y práctica,91,5.2,positivo
2,buena protección,52,5.2,positivo
2,buena calidad,5200,5.194805194805195,positivo
2,son tal,88,5.176470588235294,positivo
2,y calidad,367,5.169014084507042,positivo
2,funcionan muy,98,5.157894736842105,positivo
2,envio muy,67,5.153846153846154,positivo
2,muy agradable,255,5.151515151515151,positivo
2,necesario para,157,5.147540983606557,positivo
2,duda la,54,5.142857142857143,positivo
2,y listo,131,5.137254901960785,positivo
2,precio son,95,5.135135135135135,positivo
2,bastante buena,220,5.116279069767442,positivo
2,buenos materiales,166,5.107692307692307,positivo
2,producto recomendable,66,5.076923076923077,positivo
2,buena funda,132,5.076923076923077,positivo
2,a cualquier,205,5.061728395061729,positivo
2,foto muy,101,5.05,positivo
2,encaja perfecto,58,5.043478260869565,positivo
2,muy ligera,88,5.0285714285714285,positivo
2,rápido y,993,5.027848101265823,positivo
2,muy buenos,389,5.019354838709678,positivo
2,rápido en,120,5.0,positivo
2,bien tal,80,5.0,positivo
2,todo un,190,5.0,positivo
2,gracias muy,60,5.0,positivo
2,fiel a,55,5.0,positivo
2,bien viene,55,5.0,positivo
2,y colores,50,5.0,positivo
2,perfecto con,55,5.0,positivo
3,llegar el de,27,inf,negativo
3,que está entregado,20,inf,negativo
3,el dinero para,26,inf,negativo
3,producto no sirve,30,inf,negativo
3,nunca ha llegado,28,inf,negativo
3,vendedor y ni,23,inf,negativo
3,me den una,30,inf,negativo
3,den una solución,22,inf,negativo
3,he tirado a,29,inf,negativo
3,no recomiendo a,26,inf,negativo
3,pedido no ha,29,inf,negativo
3,aconsejo para nada,23,inf,negativo
3,funciona cuando quiere,24,inf,negativo
3,esperando el pedido,21,inf,negativo
3,sigue sin llegar,30,inf,negativo
3,del dinero no,27,inf,negativo
3,una perdida de,52,inf,negativo
3,el producto ni,52,inf,negativo
3,mala compra no,64,inf,negativo
3,una mierda no,30,inf,negativo
3,roto en menos,23,inf,negativo
3,esperando y no,21,inf,negativo
3,la peor compra,61,inf,negativo
3,producto muy malo,33,inf,negativo
3,este vendedor no,58,inf,negativo
3,un engaño total,20,inf,negativo
3,se ha entregado,22,inf,negativo
3,un dinero tirado,20,inf,negativo
3,el dinero ya,22,inf,negativo
3,dinero no lo,36,inf,negativo
3,lo estoy esperando,36,inf,negativo
3,muy decepcionado no,28,inf,negativo
3,estoy nada contento,22,inf,negativo
3,peor compra que,49,inf,negativo
3,uso ha dejado,21,inf,negativo
3,la devolución en,22,inf,negativo
3,entregado y no,31,inf,negativo
3,nunca recibí el,27,inf,negativo
3,muy mal producto,69,inf,negativo
3,una puta mierda,22,inf,negativo
3,para nada dinero,25,inf,negativo
3,que pagar los,25,inf,negativo
3,a que llegue,29,inf,negativo
3,mi dinero no,21,inf,negativo
3,no me devuelven,30,inf,negativo
3,me devuelva el,20,inf,negativo
3,tirados a la,48,inf,negativo
3,me lo cobraron,23,inf,negativo
3,he podido ni,24,inf,negativo
3,me devuelven el,69,inf,negativo
3,dinero tirado no,39,inf,negativo
3,de espera y,22,inf,negativo
3,y sigo esperando,36,inf,negativo
3,lo devuelvo no,21,inf,negativo
3,euros tirados a,20,inf,negativo
3,basura no lo,26,inf,negativo
3,nada a este,25,inf,negativo
3,enviar un producto,23,inf,negativo
3,no lo compren,50,inf,negativo
3,euros a la,27,inf,negativo
3,me siento engañada,30,inf,negativo
3,a mis mensajes,23,inf,negativo
3,una estafa en,21,inf,negativo
3,mes esperando y,21,inf,negativo
3,nada mala calidad,20,inf,negativo
3,sido tirar el,28,inf,negativo
3,lo compréis no,22,inf,negativo
3,no sirve ni,21,inf,negativo
3,durado ni meses,34,inf,negativo
3,voy a recibir,21,inf,negativo
3,sigo esperando el,27,inf,negativo
3,para nada recomendable,33,inf,negativo
3,vendedor no responde,41,inf,negativo
3,nada no puedo,21,inf,negativo
3,desde la fecha,28,inf,negativo
3,es una tomadura,21,inf,negativo
3,no va no,20,inf,negativo
3,llego y no,23,inf,negativo
3,un timo en,26,inf,negativo
3,nunca me llegaron,22,inf,negativo
3,malo no lo,37,inf,negativo
3,para nada su,21,inf,negativo
3,dicen que lo,20,inf,negativo
3,lo compréis es,23,inf,negativo
3,llegado y no,45,inf,negativo
3,de hoy de,29,inf,negativo
3,que me devolvieran,24,inf,negativo
3,llegó después de,20,inf,negativo
3,nada recomendable no,40,inf,negativo
3,nada su compra,22,inf,negativo
3,para nada ya,24,inf,negativo
3,dos ocasiones y,20,inf,negativo
3,aparece como entregado,23,inf,negativo
3,no la compréis,35,inf,negativo
3,dejado de cargar,34,inf,negativo
3,sigo a la,23,inf,negativo
3,mala experiencia no,25,inf,negativo
3,ponga en contacto,26,inf,negativo
3,funcionar a las,22,inf,negativo
3,nunca llegó y,29,inf,negativo
3,producto nunca me,20,inf,negativo
3,me siento estafada,37,inf,negativo
3,nada recomendable el,22,inf,negativo
3,funcionar no se,23,inf,negativo
3,a comprar nunca,26,inf,negativo
3,devuelto no me,32,inf,negativo
3,perdida de dinero,31,inf,negativo
3,pena no lo,22,inf,negativo
3,nada no sirve,21,inf,negativo
3,una decepción la,20,inf,negativo
3,pongo dos estrellas,69,inf,negativo
3,las dos estrellas,30,inf,negativo
3,dinero tirado a,120,240.0,negativo
3,no recomiendo este,114,228.0,negativo
3,la basura no,112,224.0,negativo
3,recomiendo para nada,444,177.6,negativo
3,es una estafa,167,167.0,negativo
3,recomiendo a nadie,147,147.0,negativo
3,un timo no,68,136.0,negativo
3,gustado nada no,64,128.0,negativo
3,una estafa no,63,126.0,negativo
3,que me devuelvan,122,122.0,negativo
3,ha llegado todavía,60,120.0,negativo
3,es un engaño,114,114.0,negativo
3,estamos a de,55,110.0,negativo
3,un mes esperando,107,107.0,negativo
3,periodo de devolución,53,106.0,negativo
3,lo e recibido,51,102.0,negativo
3,tirar el dinero,254,101.6,negativo
3,ni me han,50,100.0,negativo
3,calidad muy mala,50,100.0,negativo
3,en toda regla,50,100.0,negativo
3,doy dos estrellas,99,99.0,negativo
3,ha llegado aún,49,98.0,negativo
3,todavia no me,48,96.0,negativo
3,muy mala no,47,94.0,negativo
3,lo han cobrado,47,94.0,negativo
3,no lo compréis,136,90.66666666666667,negativo
3,estoy muy decepcionada,45,90.0,negativo
3,no recomendable no,45,90.0,negativo
3,producto nunca llegó,44,88.0,negativo
3,durado ni un,86,86.0,negativo
3,pongo una estrella,128,85.33333333333333,negativo
3,calidad es pésima,42,84.0,negativo
3,me devuelvan el,125,83.33333333333333,negativo
3,he recibido aún,41,82.0,negativo
3,no volvere a,41,82.0,negativo
3,la devolución el,41,82.0,negativo
3,pérdida de dinero,40,80.0,negativo
3,mal producto no,40,80.0,negativo
3,doy una estrella,118,78.66666666666667,negativo
3,a comprar ni,39,78.0,negativo
3,tirado a la,153,76.5,negativo
3,muy mala compra,75,75.0,negativo
3,ha llegado nada,72,72.0,negativo
3,el producto nunca,71,71.0,negativo
3,nada dinero tirado,35,70.0,negativo
3,un engaño no,35,70.0,negativo
3,esperando el producto,35,70.0,negativo
3,es un timo,139,69.5,negativo
3,vendedor no contesta,34,68.0,negativo
3,he recibido todavía,34,68.0,negativo
3,meses dejó de,34,68.0,negativo
3,muy decepcionada no,34,68.0,negativo
3,el pedido nunca,33,66.0,negativo
3,me parece vergonzoso,32,64.0,negativo
3,el de junio,32,64.0,negativo
3,una mierda de,32,64.0,negativo
3,de malísima calidad,32,64.0,negativo
3,a comprar nada,63,63.0,negativo
3,me siento engañado,63,63.0,negativo
3,ha llegado aun,31,62.0,negativo
3,no llegó nunca,31,62.0,negativo
3,uso no lo,31,62.0,negativo
3,solicitar la devolución,31,62.0,negativo
3,nunca me llego,92,61.333333333333336,negativo
3,me siento estafado,61,61.0,negativo
3,devuelvan el dinero,121,60.5,negativo
3,nada no lo,120,60.0,negativo
3,no solo no,30,60.0,negativo
3,fatal no lo,30,60.0,negativo
3,devolví el producto,60,60.0,negativo
3,ni el vendedor,30,60.0,negativo
3,estoy muy descontenta,60,60.0,negativo
3,entregado pero no,30,60.0,negativo
3,mala calidad no,298,59.6,negativo
3,dos estrellas porque,117,58.5,negativo
3,dinero y no,29,58.0,negativo
3,he recibido me,29,58.0,negativo
3,la devolucion del,28,56.0,negativo
3,es la peor,28,56.0,negativo
3,nada no funciona,28,56.0,negativo
3,de mi dinero,28,56.0,negativo
3,no funcionaba lo,28,56.0,negativo
3,no recomiendo esta,28,56.0,negativo
3,ha sido tirar,28,56.0,negativo
3,recomiendo en absoluto,195,55.714285714285715,negativo
3,ha llegado después,27,54.0,negativo
3,muy malo no,81,54.0,negativo
3,mal que amazon,27,54.0,negativo
3,ha llegado ni,53,53.0,negativo
3,le pongo dos,53,53.0,negativo
3,el dinero no,208,52.0,negativo
3,muy descontento con,78,52.0,negativo
3,he recibido ni,26,52.0,negativo
3,funciona lo he,26,52.0,negativo
3,no me contestan,26,52.0,negativo
3,e recibido el,26,52.0,negativo
3,se puede devolver,52,52.0,negativo
3,y mala calidad,26,52.0,negativo
3,no he quedado,26,52.0,negativo
3,amazon que me,26,52.0,negativo
3,sigo esperando que,25,50.0,negativo
3,no comprar no,25,50.0,negativo
3,nada este producto,25,50.0,negativo
3,y ni me,25,50.0,negativo
3,mala compra el,25,50.0,negativo
3,para nada una,25,50.0,negativo
3,o que me,25,50.0,negativo
3,y me encuentro,25,50.0,negativo
3,nada después de,25,50.0,negativo
3,que vengan a,25,50.0,negativo
3,es tirar el,145,48.333333333333336,negativo
3,no lo compreis,72,48.0,negativo
3,lo he tirado,24,48.0,negativo
3,rota y no,24,48.0,negativo
3,la empresa no,24,48.0,negativo
3,funciona muy mal,24,48.0,negativo
3,no estoy satisfecha,24,48.0,negativo
3,y nadie se,24,48.0,negativo
3,compra para nada,24,48.0,negativo
3,el de abril,48,48.0,negativo
3,a gustado nada,48,48.0,negativo
3,muy muy mala,24,48.0,negativo
3,dinero después de,24,48.0,negativo
3,gracias no me,24,48.0,negativo
3,sigo esperando a,24,48.0,negativo
3,me parece lamentable,24,48.0,negativo
3,no protege nada,24,48.0,negativo
3,tirado el dinero,71,47.333333333333336,negativo
3,aún estoy esperando,71,47.333333333333336,negativo
3,el dinero me,47,47.0,negativo
3,le doy dos,94,47.0,negativo
3,se hizo cargo,23,46.0,negativo
3,para nada este,23,46.0,negativo
3,sin recibir el,23,46.0,negativo
3,es de pésima,23,46.0,negativo
3,para colmo no,23,46.0,negativo
3,ni una estrella,23,46.0,negativo
3,no funciona una,23,46.0,negativo
3,no carga ni,23,46.0,negativo
3,me llegó nunca,23,46.0,negativo
3,la política de,23,46.0,negativo
3,funciona para nada,23,46.0,negativo
3,me llego no,23,46.0,negativo
3,producto no corresponde,23,46.0,negativo
3,que haber llegado,90,45.0,negativo
3,no pega nada,45,45.0,negativo
3,ha sido entregado,67,44.666666666666664,negativo
3,y estamos a,67,44.666666666666664,negativo
3,hace nada no,22,44.0,negativo
3,muy malo se,44,44.0,negativo
3,una auténtica basura,22,44.0,negativo
3,nunca llegó no,22,44.0,negativo
3,mala experiencia con,22,44.0,negativo
3,solo se escucha,22,44.0,negativo
3,y no contesta,22,44.0,negativo
3,del al de,22,44.0,negativo
3,ni a mi,22,44.0,negativo
3,ya ha pasado,22,44.0,negativo
3,recomiendo no comprar,22,44.0,negativo
3,despues de esperar,22,44.0,negativo
3,he recibido ninguna,22,44.0,negativo
3,producto no llego,22,44.0,negativo
3,empezó a dar,22,44.0,negativo
3,haber llegado hace,22,44.0,negativo
3,calidad no recomiendo,22,44.0,negativo
3,no han durado,43,43.0,negativo
3,mala calidad al,43,43.0,negativo
3,muy mala experiencia,43,43.0,negativo
3,muy descontenta con,64,42.666666666666664,negativo
3,mando no funciona,21,42.0,negativo
3,de devolución no,21,42.0,negativo
3,el de octubre,42,42.0,negativo
3,encima no me,21,42.0,negativo
3,no volvió a,21,42.0,negativo
3,estrella porque no,105,42.0,negativo
3,es un fraude,21,42.0,negativo
3,dos días después,21,42.0,negativo
3,pedido después de,21,42.0,negativo
3,ha sido usado,21,42.0,negativo
3,devuelven el dinero,84,42.0,negativo
3,al mes ya,21,42.0,negativo
3,no compréis este,21,42.0,negativo
3,el paquete nunca,21,42.0,negativo
3,recibido el reembolso,21,42.0,negativo
3,ni se enciende,21,42.0,negativo
3,mala calidad muy,42,42.0,negativo
3,nada lo compré,21,42.0,negativo
3,fatal no me,21,42.0,negativo
3,que tirar a,21,42.0,negativo
3,vendedor no se,62,41.333333333333336,negativo
3,es una mierda,62,41.333333333333336,negativo
3,a los mensajes,41,41.0,negativo
3,producto no cumple,41,41.0,negativo
3,un desastre de,41,41.0,negativo
3,pedido el de,41,41.0,negativo
3,mes de espera,41,41.0,negativo
3,a la devolución,61,40.666666666666664,negativo
3,mi dinero y,20,40.0,negativo
3,no lo compro,40,40.0,negativo
3,llegado el vendedor,20,40.0,negativo
3,con mucha ilusión,20,40.0,negativo
3,recomiendo no me,60,40.0,negativo
3,no estoy nada,80,40.0,negativo
3,opinar del producto,20,40.0,negativo
3,ha partido el,20,40.0,negativo
3,vendedor no me,80,40.0,negativo
3,producto de mala,40,40.0,negativo
3,todavia no ha,20,40.0,negativo
3,de esperar un,20,40.0,negativo
3,absolutamente para nada,20,40.0,negativo
3,se me pasó,20,40.0,negativo
3,he tirado el,60,40.0,negativo
3,no carga y,20,40.0,negativo
3,me habia pasado,20,40.0,negativo
3,perdido el dinero,20,40.0,negativo
3,en diciembre y,20,40.0,negativo
3,nada no la,20,40.0,negativo
3,y a fecha,20,40.0,negativo
3,el dinero al,20,40.0,negativo
3,dinero a la,59,39.333333333333336,negativo
3,calidad es mala,39,39.0,negativo
3,durado un mes,39,39.0,negativo
3,la basura el,39,39.0,negativo
3,ha llegado no,116,38.666666666666664,negativo
3,muy mal servicio,38,38.0,negativo
3,pedido la devolución,38,38.0,negativo
3,el dinero ni,37,37.0,negativo
3,lo recomiendo nada,37,37.0,negativo
3,muy mala calidad,823,36.577777777777776,negativo
3,perdida de tiempo,54,36.0,negativo
3,nada no es,54,36.0,negativo
3,no vuelvo a,108,36.0,negativo
3,no vale ni,36,36.0,negativo
3,devolverlo porque no,36,36.0,negativo
3,pasado el plazo,36,36.0,negativo
3,he recibido nada,89,35.6,negativo
3,ya no funcionan,53,35.333333333333336,negativo
3,un desastre no,70,35.0,negativo
3,veces y ya,52,34.666666666666664,negativo
3,para nada no,277,34.625,negativo
3,ha durado ni,187,34.0,negativo
3,el reembolso de,34,34.0,negativo
3,descontenta con el,51,34.0,negativo
3,no recomiendo su,221,34.0,negativo
3,ha decepcionado mucho,34,34.0,negativo
3,llegado el producto,237,33.857142857142854,negativo
3,peor que he,67,33.5,negativo
3,no he recibido,629,33.10526315789474,negativo
3,en absoluto no,33,33.0,negativo
3,sigo sin recibir,33,33.0,negativo
3,no aconsejo su,33,33.0,negativo
3,me lo cambien,33,33.0,negativo
3,durado ni dos,33,33.0,negativo
3,aún sigo esperando,33,33.0,negativo
3,a la basura,609,32.91891891891892,negativo
3,a llegado el,65,32.5,negativo
3,mala calidad se,146,32.44444444444444,negativo
3,y amazon no,32,32.0,negativo
3,meses ha dejado,48,32.0,negativo
3,nunca llegó el,48,32.0,negativo
3,ni nada no,32,32.0,negativo
3,que no recomiendo,32,32.0,negativo
3,no recomiendo la,112,32.0,negativo
3,estamos a y,32,32.0,negativo
3,muy mal no,127,31.75,negativo
3,llegado después de,31,31.0,negativo
3,y comprar algo,31,31.0,negativo
3,no a llegado,62,31.0,negativo
3,ha llegado defectuoso,31,31.0,negativo
3,devolución no me,31,31.0,negativo
3,no ha llegado,656,30.511627906976745,negativo
3,de funcionar no,136,30.22222222222222,negativo
3,el dinero o,30,30.0,negativo
3,mala calidad me,45,30.0,negativo
3,valen para nada,60,30.0,negativo
3,para nada lo,119,29.75,negativo
3,recibido el paquete,59,29.5,negativo
3,haber llegado el,59,29.5,negativo
3,a llegado y,29,29.0,negativo
3,ni si quiera,58,29.0,negativo
3,para nada las,29,29.0,negativo
3,el reembolso del,43,28.666666666666668,negativo
3,aun no me,114,28.5,negativo
3,debería haber llegado,28,28.0,negativo
3,y nunca llegó,28,28.0,negativo
3,ni siquiera lo,28,28.0,negativo
3,dos meses esperando,28,28.0,negativo
3,y nada no,42,28.0,negativo
3,para devolver el,28,28.0,negativo
3,tan mala calidad,28,28.0,negativo
3,de junio y,28,28.0,negativo
3,ha durado días,28,28.0,negativo
3,a amazon que,28,28.0,negativo
3,sido una decepción,56,28.0,negativo
3,menos de mes,28,28.0,negativo
3,la caja destrozada,28,28.0,negativo
3,a fecha de,42,28.0,negativo
3,sirve para nada,447,27.9375,negativo
3,mal no lo,41,27.333333333333332,negativo
3,producto no ha,82,27.333333333333332,negativo
3,gustado nada el,41,27.333333333333332,negativo
3,vendedor y no,109,27.25,negativo
3,que me llega,27,27.0,negativo
3,después de esperar,81,27.0,negativo
3,a nadie no,27,27.0,negativo
3,no carga no,27,27.0,negativo
3,una tomadura de,54,27.0,negativo
3,día de enero,27,27.0,negativo
3,no me llego,174,26.76923076923077,negativo
3,al principio funcionaba,40,26.666666666666668,negativo
3,y para colmo,80,26.666666666666668,negativo
3,el de mayo,40,26.666666666666668,negativo
3,dinero no me,40,26.666666666666668,negativo
3,el dinero lo,40,26.666666666666668,negativo
3,me pongo en,40,26.666666666666668,negativo
3,pongo en contacto,40,26.666666666666668,negativo
3,lo puedo devolver,65,26.0,negativo
3,se hace responsable,26,26.0,negativo
3,muy mala y,26,26.0,negativo
3,dinero no se,26,26.0,negativo
3,el de agosto,39,26.0,negativo
3,a devolver y,26,26.0,negativo
3,no funciona se,39,26.0,negativo
3,no funcionan los,26,26.0,negativo
3,mm por cada,26,26.0,negativo
3,no tengo noticias,26,26.0,negativo
3,otra marca no,26,26.0,negativo
3,mala calidad en,64,25.6,negativo
3,mala calidad lo,51,25.5,negativo
3,ha llegado y,203,25.375,negativo
3,el dinero es,38,25.333333333333332,negativo
3,esperando el reembolso,25,25.0,negativo
3,vendedor me dice,25,25.0,negativo
3,en el seguimiento,25,25.0,negativo
3,pérdida de tiempo,50,25.0,negativo
3,en absoluto la,25,25.0,negativo
3,han durado ni,50,25.0,negativo
3,producto no funciona,50,25.0,negativo
3,tengo que pagar,50,25.0,negativo
3,no funciona cuando,25,25.0,negativo
3,nos ha durado,25,25.0,negativo
3,ya ha dejado,25,25.0,negativo
3,ni un mes,112,24.88888888888889,negativo
3,la semana de,112,24.88888888888889,negativo
3,muy poco uso,62,24.8,negativo
3,servido de nada,37,24.666666666666668,negativo
3,no responde a,61,24.4,negativo
3,vale para nada,377,24.322580645161292,negativo
3,una decepción total,36,24.0,negativo
3,de funcionar los,24,24.0,negativo
3,nunca lo recibí,36,24.0,negativo
3,muy muy mal,24,24.0,negativo
3,antes del de,24,24.0,negativo
3,dos veces me,24,24.0,negativo
3,muy endeble no,36,24.0,negativo
3,señales de vida,24,24.0,negativo
3,dinero el producto,24,24.0,negativo
3,mala calidad que,24,24.0,negativo
3,mes ya no,24,24.0,negativo
3,no contesta a,24,24.0,negativo
3,he devuelto no,95,23.75,negativo
3,aún no ha,83,23.714285714285715,negativo
3,me pone que,47,23.5,negativo
3,estoy muy decepcionado,47,23.5,negativo
3,han enviado un,47,23.5,negativo
3,dos estrellas por,47,23.5,negativo
3,devolución del dinero,117,23.4,negativo
3,no es normal,70,23.333333333333332,negativo
3,tomadura de pelo,70,23.333333333333332,negativo
3,no puedo devolverlo,70,23.333333333333332,negativo
3,que devolverlo no,35,23.333333333333332,negativo
3,no recomiendo el,35,23.333333333333332,negativo
3,ha roto no,35,23.333333333333332,negativo
3,compra no lo,46,23.0,negativo
3,ni lo recomiendo,23,23.0,negativo
3,la devolución del,253,23.0,negativo
3,con amazon no,23,23.0,negativo
3,tirarlo a la,23,23.0,negativo
3,me gustó nada,69,23.0,negativo
3,lo unico bueno,23,23.0,negativo
3,comprar nada de,23,23.0,negativo
3,roto la cremallera,23,23.0,negativo
3,de julio y,46,23.0,negativo
3,no recomiendo comprar,46,23.0,negativo
3,han roto en,23,23.0,negativo
3,los recomiendo no,23,23.0,negativo
3,el paquete lo,23,23.0,negativo
3,no recomiendo comprarlo,23,23.0,negativo
3,responde a los,23,23.0,negativo
3,es una imitación,23,23.0,negativo
3,y esto no,23,23.0,negativo
3,vendedor no lo,23,23.0,negativo
3,de muy mala,378,22.90909090909091,negativo
3,de nada no,57,22.8,negativo
3,no estoy contento,57,22.8,negativo
3,se hace cargo,34,22.666666666666668,negativo
3,mal muy mal,34,22.666666666666668,negativo
3,y no pega,34,22.666666666666668,negativo
3,es el peor,34,22.666666666666668,negativo
3,nada no me,90,22.5,negativo
3,mala calidad es,45,22.5,negativo
3,nunca me llegó,167,22.266666666666666,negativo
3,producto no vale,22,22.0,negativo
3,esperando el paquete,22,22.0,negativo
3,final he tenido,22,22.0,negativo
3,con fecha de,22,22.0,negativo
3,no me dieron,22,22.0,negativo
3,no no me,33,22.0,negativo
3,nada contenta con,22,22.0,negativo
3,el dinero porque,22,22.0,negativo
3,el pedido ni,22,22.0,negativo
3,vendedor pero no,22,22.0,negativo
3,muy malo la,22,22.0,negativo
3,que amazon me,33,22.0,negativo
3,único bueno es,44,22.0,negativo
3,pierde agua por,22,22.0,negativo
3,durado ni una,33,22.0,negativo
3,en el estado,22,22.0,negativo
3,no funciona no,240,21.818181818181817,negativo
3,el de febrero,54,21.6,negativo
3,no lo recomiendo,2382,21.36322869955157,negativo
3,he recibido respuesta,32,21.333333333333332,negativo
3,solo he recibido,32,21.333333333333332,negativo
3,amazon no se,32,21.333333333333332,negativo
3,estoy muy descontento,32,21.333333333333332,negativo
3,de noviembre y,32,21.333333333333332,negativo
3,la basura la,32,21.333333333333332,negativo
3,de usarlo se,32,21.333333333333332,negativo
3,una pérdida de,53,21.2,negativo
3,se ha partido,95,21.11111111111111,negativo
3,no la recomiendo,580,21.09090909090909,negativo
3,para nada se,84,21.0,negativo
3,recibido mi pedido,21,21.0,negativo
3,paquete y me,21,21.0,negativo
3,me han cobrado,42,21.0,negativo
3,para nada he,21,21.0,negativo
3,devolución del importe,63,21.0,negativo
3,dura nada la,21,21.0,negativo
3,de diciembre y,63,21.0,negativo
3,no hace absolutamente,21,21.0,negativo
3,hace absolutamente nada,21,21.0,negativo
3,empresa que lo,21,21.0,negativo
3,de funcionar es,21,21.0,negativo
3,he solicitado devolución,21,21.0,negativo
3,tiempo de devolución,21,21.0,negativo
3,nuevo y no,21,21.0,negativo
3,mes no lo,21,21.0,negativo
3,ni se os,21,21.0,negativo
3,hicieron la devolución,21,21.0,negativo
3,lo devuelvo y,21,21.0,negativo
3,para nada ni,21,21.0,negativo
3,en este estado,21,21.0,negativo
3,mala calidad con,21,21.0,negativo
3,al principio iba,21,21.0,negativo
3,recibido el pedido,104,20.8,negativo
3,estoy nada contenta,31,20.666666666666668,negativo
3,recomiendo no lo,31,20.666666666666668,negativo
3,ha decepcionado no,31,20.666666666666668,negativo
3,y no responde,31,20.666666666666668,negativo
3,muy decepcionado con,72,20.571428571428573,negativo
3,devolverme el dinero,41,20.5,negativo
3,no lo aconsejo,143,20.428571428571427,negativo
3,no funciona ni,51,20.4,negativo
3,principio funcionaba bien,20,20.0,negativo
3,he recibido mi,40,20.0,negativo
3,desde el de,50,20.0,negativo
3,no recomiendo para,70,20.0,negativo
3,de febrero y,40,20.0,negativo
3,la pena ni,20,20.0,negativo
3,dinero ya que,20,20.0,negativo
3,hasta el de,20,20.0,negativo
3,el de diciembre,80,20.0,negativo
3,el dinero pero,50,20.0,negativo
3,de tan mala,20,20.0,negativo
3,pantalla no lo,30,20.0,negativo
3,se hacen cargo,20,20.0,negativo
3,a durado ni,20,20.0,negativo
3,nada de este,30,20.0,negativo
3,ha durado menos,40,20.0,negativo
3,no funciona me,30,20.0,negativo
3,pésima calidad no,30,20.0,negativo
3,descontenta con la,20,20.0,negativo
3,y pone que,30,20.0,negativo
3,es el problema,20,20.0,negativo
3,han durado meses,20,20.0,negativo
3,espero que llegue,30,20.0,negativo
3,que quitar porque,20,20.0,negativo
3,y se desconecta,20,20.0,negativo
3,que lo barato,20,20.0,negativo
3,facilidad no lo,20,20.0,negativo
3,no repetiría la,20,20.0,negativo
3,no vale la,219,19.90909090909091,negativo
3,no los recomiendo,169,19.88235294117647,negativo
3,devolución del producto,79,19.75,negativo
3,que ni siquiera,49,19.6,negativo
3,durado menos de,49,19.6,negativo
3,en la basura,49,19.6,negativo
3,de uso ha,39,19.5,negativo
3,mal estado no,39,19.5,negativo
3,no carga la,39,19.5,negativo
3,he recibido no,97,19.4,negativo
3,se han equivocado,29,19.333333333333332,negativo
3,gastos de devolución,29,19.333333333333332,negativo
3,una gran decepción,77,19.25,negativo
3,en dos meses,48,19.2,negativo
3,ha llegado me,48,19.2,negativo
3,mes y ya,48,19.2,negativo
3,he devuelto el,114,19.0,negativo
3,a devolver no,38,19.0,negativo
3,que llegar el,47,18.8,negativo
